city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_type,last_new_job,training_hours,target,company_size_grouped
0.92,Male,Has relevent experience,Part time course,High School,2.0,Pvt Ltd,1,112,0.0,Small
0.926,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,25,0.0,Medium
0.897,Unknown,No relevent experience,no_enrollment,Phd,21.0,NGO,>4,11,0.0,Large
0.555,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,78,0.0,Small
0.92,Unknown,No relevent experience,Full time course,High School,10.0,Unknown,1,82,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,47,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,18.0,Funded Startup,4,26,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Masters,18.0,Pvt Ltd,never,7,0.0,Small
0.624,Female,No relevent experience,no_enrollment,Graduate,2.0,NGO,1,26,0.0,Small
0.913,Male,No relevent experience,no_enrollment,Masters,2.0,Pvt Ltd,never,18,0.0,Unknown
0.6659999999999999,Male,No relevent experience,Part time course,Graduate,3.0,Unknown,1,53,0.0,Unknown
0.794,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,36,0.0,Unknown
0.92,Unknown,Has relevent experience,Full time course,Graduate,3.0,Unknown,1,108,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Funded Startup,1,24,0.0,Medium
0.92,Male,No relevent experience,no_enrollment,Graduate,0.0,Unknown,2,23,1.0,Unknown
0.884,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,4,32,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,3,21,0.0,Medium
0.884,Male,No relevent experience,Full time course,Graduate,5.0,Unknown,1,70,1.0,Unknown
0.91,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,32,0.0,Small
0.92,Unknown,No relevent experience,Full time course,Graduate,0.0,Unknown,never,2,0.0,Unknown
0.878,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,42,0.0,Large
0.804,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,7,0.0,Medium
0.698,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,never,47,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,51,0.0,Large
0.884,Unknown,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,1,66,0.0,Medium
0.92,Unknown,No relevent experience,Full time course,Masters,5.0,Public Sector,1,196,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,72,0.0,Unknown
0.804,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,154,0.0,Medium
0.92,Unknown,No relevent experience,no_enrollment,High School,2.0,Pvt Ltd,1,153,0.0,Large
0.624,Male,Has relevent experience,Full time course,Graduate,2.0,Pvt Ltd,1,40,1.0,Medium
0.92,Female,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,3,11,0.0,Small
0.682,Male,No relevent experience,no_enrollment,High School,0.0,Unknown,never,51,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Early Stage Startup,4,94,0.0,Small
0.698,Male,No relevent experience,Full time course,Masters,2.0,Unknown,2,9,0.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,27,0.0,Large
0.915,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,74,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,>4,57,0.0,Medium
0.923,Unknown,Has relevent experience,no_enrollment,Graduate,11.0,Unknown,>4,7,0.0,Medium
0.913,Male,Has relevent experience,no_enrollment,Masters,18.0,Funded Startup,2,11,0.0,Small
0.899,Male,Has relevent experience,no_enrollment,Graduate,20.0,Pvt Ltd,2,19,0.0,Large
0.743,Male,No relevent experience,no_enrollment,Unknown,7.0,Pvt Ltd,never,78,1.0,Unknown
0.915,Male,Has relevent experience,no_enrollment,High School,10.0,Pvt Ltd,2,140,0.0,Small
0.897,Male,Has relevent experience,no_enrollment,Masters,18.0,Pvt Ltd,>4,41,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,>4,78,0.0,Large
0.624,Male,No relevent experience,Part time course,Graduate,2.0,Early Stage Startup,2,20,0.0,Small
0.743,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,>4,19,0.0,Large
0.698,Unknown,Has relevent experience,no_enrollment,Phd,21.0,Unknown,never,5,0.0,Unknown
0.897,Male,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,1,100,1.0,Large
0.74,Male,Has relevent experience,no_enrollment,Masters,5.0,Unknown,1,8,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,3,89,0.0,Large
0.624,Male,Has relevent experience,Full time course,Graduate,7.0,Pvt Ltd,1,80,1.0,Large
0.92,Unknown,No relevent experience,no_enrollment,Masters,14.0,Public Sector,>4,66,1.0,Large
0.92,Unknown,No relevent experience,no_enrollment,High School,8.0,Pvt Ltd,1,46,0.0,Small
0.893,Unknown,Has relevent experience,no_enrollment,High School,14.0,Unknown,2,51,0.0,Unknown
0.698,Male,No relevent experience,no_enrollment,Masters,9.0,Unknown,>4,24,0.0,Unknown
0.579,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,37,0.0,Small
0.899,Male,Has relevent experience,no_enrollment,High School,9.0,Pvt Ltd,2,100,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,140,0.0,Small
0.802,Male,No relevent experience,Full time course,High School,4.0,Unknown,never,43,0.0,Unknown
0.897,Male,Has relevent experience,no_enrollment,Masters,5.0,Unknown,1,67,0.0,Large
0.794,Unknown,No relevent experience,Full time course,High School,6.0,Pvt Ltd,1,74,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,3,6,0.0,Large
0.899,Unknown,No relevent experience,no_enrollment,High School,1.0,Pvt Ltd,never,47,1.0,Unknown
0.897,Unknown,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,never,15,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Phd,21.0,Unknown,>4,36,0.0,Unknown
0.897,Male,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,1,81,0.0,Medium
0.7959999999999999,Male,Has relevent experience,no_enrollment,Masters,4.0,Public Sector,2,7,0.0,Medium
0.624,Unknown,Has relevent experience,Full time course,Graduate,1.0,NGO,never,176,1.0,Small
0.893,Male,Has relevent experience,Full time course,High School,6.0,Pvt Ltd,2,81,0.0,Medium
0.897,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,2,68,0.0,Large
0.926,Unknown,No relevent experience,Full time course,High School,2.0,NGO,never,42,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,1,44,0.0,Large
0.887,Male,No relevent experience,Part time course,Graduate,3.0,Unknown,1,158,0.0,Unknown
0.884,Male,Has relevent experience,no_enrollment,High School,19.0,Pvt Ltd,2,7,1.0,Small
0.939,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,22,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,>4,6,1.0,Unknown
0.926,Male,No relevent experience,no_enrollment,Masters,2.0,Public Sector,2,30,1.0,Medium
0.91,Unknown,No relevent experience,no_enrollment,High School,2.0,Unknown,never,140,0.0,Unknown
0.698,Unknown,No relevent experience,Full time course,Masters,4.0,Unknown,never,17,1.0,Unknown
0.83,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,>4,106,0.0,Large
0.915,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,117,1.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,31,0.0,Small
0.698,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,2,20,0.0,Medium
0.527,Male,Has relevent experience,no_enrollment,High School,2.0,Unknown,never,7,1.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,1,5,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,3.0,Pvt Ltd,1,52,0.0,Large
0.855,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,2,6,0.0,Medium
0.579,Unknown,No relevent experience,Full time course,Graduate,6.0,Unknown,1,145,0.0,Unknown
0.899,Unknown,Has relevent experience,Part time course,Graduate,11.0,Pvt Ltd,2,151,0.0,Medium
0.925,Male,Has relevent experience,no_enrollment,Graduate,7.0,Unknown,1,69,0.0,Medium
0.7659999999999999,Female,No relevent experience,Full time course,Graduate,5.0,Pvt Ltd,never,100,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,3,15,0.0,Medium
0.624,Unknown,No relevent experience,no_enrollment,Unknown,0.0,Unknown,never,10,0.0,Unknown
0.855,Male,Has relevent experience,no_enrollment,Masters,12.0,Pvt Ltd,1,42,0.0,Medium
0.624,Male,Has relevent experience,Full time course,Graduate,3.0,Pvt Ltd,2,55,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,14.0,Pvt Ltd,1,172,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,2,16,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,27,1.0,Large
0.92,Male,No relevent experience,Full time course,Graduate,6.0,Unknown,1,34,0.0,Unknown
0.913,Male,No relevent experience,no_enrollment,Phd,21.0,NGO,2,70,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Masters,14.0,Pvt Ltd,>4,136,0.0,Large
0.939,Unknown,No relevent experience,no_enrollment,Unknown,7.0,Public Sector,never,72,1.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,3.0,Unknown,1,52,1.0,Unknown
0.91,Female,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,4,167,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,46,0.0,Large
0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,3,98,0.0,Unknown
0.624,Unknown,Has relevent experience,Full time course,Graduate,3.0,Pvt Ltd,1,80,1.0,Medium
0.895,Male,Has relevent experience,no_enrollment,High School,21.0,Unknown,>4,22,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Graduate,14.0,Public Sector,>4,41,0.0,Large
0.915,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,4,0.0,Large
0.926,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,62,0.0,Small
0.91,Male,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,>4,166,1.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,2,61,1.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,3.0,Funded Startup,1,9,1.0,Medium
0.887,Male,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,21,0.0,Medium
0.949,Male,No relevent experience,no_enrollment,Graduate,3.0,Unknown,1,23,0.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Masters,19.0,Pvt Ltd,>4,19,1.0,Small
0.92,Unknown,Has relevent experience,no_enrollment,Masters,19.0,Pvt Ltd,>4,56,1.0,Medium
0.698,Male,No relevent experience,no_enrollment,Graduate,6.0,Unknown,never,23,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,2,112,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,never,82,0.0,Large
0.7959999999999999,Male,No relevent experience,Unknown,Primary School,2.0,Unknown,never,94,0.0,Unknown
0.789,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,4,36,0.0,Large
0.624,Unknown,Has relevent experience,Full time course,Masters,0.0,Public Sector,1,7,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,High School,8.0,Funded Startup,3,6,0.0,Small
0.897,Unknown,Has relevent experience,no_enrollment,Masters,8.0,Early Stage Startup,1,162,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,>4,42,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,143,0.0,Small
0.89,Male,Has relevent experience,Full time course,Graduate,9.0,Unknown,2,8,1.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Masters,19.0,Pvt Ltd,2,192,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,84,1.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,142,0.0,Large
0.624,Male,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,1,78,0.0,Medium
0.913,Male,No relevent experience,no_enrollment,High School,2.0,Unknown,2,258,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,11,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,2,35,1.0,Medium
0.92,Unknown,Has relevent experience,Full time course,Graduate,6.0,Unknown,1,139,1.0,Unknown
0.682,Male,No relevent experience,Full time course,Graduate,6.0,Unknown,never,151,1.0,Unknown
0.624,Male,Has relevent experience,Unknown,Graduate,10.0,Unknown,>4,98,0.0,Unknown
0.727,Male,No relevent experience,Part time course,Graduate,2.0,Unknown,1,103,0.0,Unknown
0.743,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,68,0.0,Medium
0.92,Male,No relevent experience,Full time course,Graduate,6.0,Unknown,never,1,1.0,Unknown
0.802,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,1,170,0.0,Unknown
0.939,Unknown,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,21,0.0,Medium
0.92,Male,No relevent experience,Full time course,Graduate,11.0,Unknown,1,61,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,25,1.0,Large
0.624,Unknown,No relevent experience,Full time course,Unknown,1.0,Pvt Ltd,never,45,1.0,Unknown
0.913,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,3,154,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,35,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,78,0.0,Medium
0.8959999999999999,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Public Sector,>4,15,0.0,Large
0.92,Unknown,No relevent experience,Part time course,Masters,10.0,Unknown,2,106,0.0,Unknown
0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,2,35,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,32,0.0,Medium
0.855,Female,No relevent experience,no_enrollment,Masters,13.0,Pvt Ltd,>4,51,0.0,Large
0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,21.0,Unknown,1,139,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,1,18,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,4,26,1.0,Small
0.527,Male,Has relevent experience,no_enrollment,High School,3.0,Pvt Ltd,1,96,0.0,Small
0.926,Male,No relevent experience,no_enrollment,High School,5.0,Pvt Ltd,never,17,0.0,Unknown
0.624,Unknown,No relevent experience,Full time course,Masters,0.0,Unknown,never,55,0.0,Unknown
0.939,Male,Has relevent experience,Part time course,Graduate,10.0,Pvt Ltd,3,68,0.0,Small
0.91,Unknown,Has relevent experience,Full time course,Graduate,3.0,Pvt Ltd,1,55,0.0,Large
0.92,Male,No relevent experience,no_enrollment,High School,5.0,Unknown,never,144,0.0,Unknown
0.913,Male,Has relevent experience,no_enrollment,Phd,21.0,Funded Startup,4,72,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,98,0.0,Medium
0.884,Unknown,Has relevent experience,no_enrollment,Masters,11.0,Unknown,1,111,0.0,Unknown
0.895,Male,Has relevent experience,no_enrollment,Graduate,10.0,Unknown,4,20,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,>4,14,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,18.0,Pvt Ltd,1,48,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,19.0,Unknown,2,11,0.0,Medium
0.897,Male,Has relevent experience,no_enrollment,Masters,18.0,Funded Startup,>4,91,0.0,Medium
0.91,Male,No relevent experience,Part time course,Graduate,1.0,Unknown,1,90,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,3,37,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,1,36,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,1,152,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,2,19,0.0,Large
0.92,Female,Has relevent experience,Part time course,Graduate,13.0,Pvt Ltd,1,24,0.0,Large
0.55,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,2,23,1.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,18.0,Funded Startup,1,147,1.0,Medium
0.91,Male,Has relevent experience,no_enrollment,High School,14.0,Unknown,>4,34,0.0,Unknown
0.698,Male,Has relevent experience,no_enrollment,Graduate,13.0,Unknown,2,25,0.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Masters,17.0,Pvt Ltd,>4,90,0.0,Large
0.92,Female,No relevent experience,Full time course,Graduate,6.0,Unknown,1,18,1.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,9.0,Unknown,1,51,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,64,0.0,Small
0.738,Male,Has relevent experience,Full time course,Graduate,12.0,Pvt Ltd,1,41,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Masters,0.0,Early Stage Startup,1,40,1.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,216,0.0,Medium
0.6659999999999999,Female,Has relevent experience,no_enrollment,Masters,13.0,Public Sector,>4,28,1.0,Large
0.92,Female,Has relevent experience,no_enrollment,Masters,6.0,Public Sector,2,96,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,75,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,1,206,0.0,Medium
0.767,Unknown,Has relevent experience,Full time course,Graduate,10.0,Pvt Ltd,2,90,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,134,0.0,Medium
0.92,Female,Has relevent experience,no_enrollment,Graduate,8.0,Funded Startup,1,134,0.0,Large
0.698,Male,Has relevent experience,Full time course,Graduate,10.0,Pvt Ltd,4,24,0.0,Large
0.92,Male,No relevent experience,Full time course,Graduate,4.0,Unknown,3,60,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,2,244,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,10,1.0,Medium
0.698,Unknown,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,2,44,0.0,Unknown
0.893,Male,No relevent experience,Full time course,Primary School,9.0,Unknown,1,28,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,2,94,1.0,Medium
0.887,Male,Has relevent experience,no_enrollment,Phd,10.0,Unknown,2,88,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Early Stage Startup,>4,67,1.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,131,0.0,Small
0.897,Unknown,No relevent experience,no_enrollment,High School,6.0,Unknown,never,12,0.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,95,1.0,Medium
0.939,Female,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,>4,105,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Phd,21.0,Pvt Ltd,1,140,0.0,Large
0.925,Unknown,No relevent experience,Unknown,Unknown,4.0,Unknown,never,53,0.0,Unknown
0.754,Male,Has relevent experience,no_enrollment,High School,6.0,Unknown,2,32,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,>4,24,0.0,Small
0.92,Female,No relevent experience,no_enrollment,Graduate,10.0,Unknown,2,87,1.0,Unknown
0.897,Female,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,2,63,0.0,Large
0.698,Male,No relevent experience,no_enrollment,Unknown,0.0,Pvt Ltd,never,50,1.0,Medium
0.897,Male,Has relevent experience,no_enrollment,Masters,7.0,Public Sector,>4,29,0.0,Large
0.698,Male,No relevent experience,no_enrollment,Graduate,4.0,Unknown,never,21,0.0,Unknown
0.903,Unknown,Has relevent experience,Part time course,Graduate,13.0,Unknown,4,47,1.0,Unknown
0.923,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,never,90,0.0,Medium
0.92,Unknown,Has relevent experience,Full time course,High School,9.0,Unknown,4,56,0.0,Unknown
0.92,Male,No relevent experience,Full time course,Masters,8.0,NGO,3,28,0.0,Medium
0.887,Male,No relevent experience,Full time course,Graduate,4.0,Unknown,never,22,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,22,0.0,Medium
0.624,Male,No relevent experience,Full time course,High School,3.0,Unknown,1,97,0.0,Unknown
0.939,Other,No relevent experience,Part time course,High School,2.0,Pvt Ltd,2,136,0.0,Large
0.924,Male,Has relevent experience,no_enrollment,Graduate,21.0,Early Stage Startup,2,198,0.0,Small
0.5579999999999999,Male,No relevent experience,Full time course,Graduate,0.0,Unknown,never,78,0.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,8,0.0,Small
0.802,Male,Has relevent experience,no_enrollment,High School,10.0,Unknown,>4,117,1.0,Unknown
0.884,Male,No relevent experience,no_enrollment,High School,4.0,Public Sector,never,44,1.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Public Sector,>4,33,0.0,Large
0.895,Male,No relevent experience,no_enrollment,Phd,9.0,Public Sector,>4,210,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,22,0.0,Large
0.939,Male,No relevent experience,no_enrollment,Primary School,4.0,Unknown,never,27,0.0,Unknown
0.878,Male,Has relevent experience,Full time course,High School,3.0,Unknown,1,16,0.0,Unknown
0.924,Male,No relevent experience,Full time course,High School,3.0,Unknown,never,142,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,2,7,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,222,0.0,Unknown
0.897,Unknown,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,1,64,0.0,Medium
0.897,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Public Sector,2,52,0.0,Small
0.887,Other,Has relevent experience,Unknown,Graduate,21.0,Unknown,1,37,0.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Masters,0.0,Early Stage Startup,never,118,1.0,Small
0.926,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,1,15,0.0,Large
0.624,Unknown,No relevent experience,Part time course,Masters,1.0,Public Sector,never,54,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,3.0,NGO,1,13,0.0,Medium
0.926,Male,No relevent experience,Full time course,High School,6.0,Pvt Ltd,1,37,0.0,Unknown
0.855,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,7,0.0,Medium
0.89,Male,Has relevent experience,Full time course,Graduate,7.0,Pvt Ltd,1,37,0.0,Medium
0.624,Unknown,Has relevent experience,Full time course,Graduate,11.0,Pvt Ltd,1,10,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Unknown,>4,28,0.0,Unknown
0.8959999999999999,Unknown,Has relevent experience,Part time course,Masters,21.0,Unknown,4,31,0.0,Unknown
0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,18.0,Unknown,2,322,0.0,Unknown
0.855,Male,Has relevent experience,Full time course,Masters,18.0,Unknown,4,110,0.0,Unknown
0.926,Male,No relevent experience,Full time course,Graduate,14.0,Unknown,4,91,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,66,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,14.0,Unknown,>4,182,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,2,15,0.0,Medium
0.884,Male,No relevent experience,Part time course,Masters,3.0,Unknown,1,15,0.0,Unknown
0.884,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Early Stage Startup,1,39,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,109,0.0,Medium
0.92,Other,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,4,56,0.0,Medium
0.698,Male,Has relevent experience,Part time course,Graduate,2.0,Pvt Ltd,1,85,0.0,Small
0.92,Male,No relevent experience,no_enrollment,Graduate,17.0,Funded Startup,>4,14,0.0,Medium
0.767,Unknown,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,1,59,0.0,Medium
0.855,Male,Has relevent experience,Part time course,Graduate,4.0,Unknown,1,236,0.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,3.0,Unknown,never,52,0.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Masters,20.0,Pvt Ltd,1,64,0.0,Medium
0.924,Unknown,No relevent experience,Full time course,High School,10.0,Unknown,4,29,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Funded Startup,>4,6,0.0,Medium
0.926,Male,No relevent experience,no_enrollment,Graduate,9.0,NGO,2,74,0.0,Large
0.939,Unknown,Has relevent experience,no_enrollment,High School,5.0,Pvt Ltd,never,22,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,3,18,0.0,Small
0.884,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,3,20,0.0,Medium
0.91,Male,No relevent experience,no_enrollment,Graduate,16.0,Public Sector,2,15,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,24,0.0,Large
0.64,Unknown,No relevent experience,no_enrollment,High School,0.0,Unknown,1,165,1.0,Unknown
0.91,Male,No relevent experience,no_enrollment,Graduate,21.0,Unknown,never,6,0.0,Unknown
0.926,Male,Has relevent experience,Full time course,Graduate,4.0,Pvt Ltd,1,65,0.0,Large
